"var","nsplits","optim_value","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","score","uniq_split","iter","forest"
3,7,2.06332737438039e-08,3.4,2.2,1.5,1.5,2.3,1.7,1.5,NA,NA,NA,0.4444,0.1792,0.1302,0.109,0.082,0.0552,0,NA,NA,NA,2.06332737438039e-05,5,3,"Forest_disc_NLD200"
3,8,1.87221156707229e-09,3.5,2.2,1.5,2.7,1.5,3.5,2,1.7,NA,NA,0.3188,0.1985,0.1604,0.1424,0.133,0.0444,0.0021,4e-04,NA,NA,1.87221156707229e-05,6,3,"Forest_disc_NLD200"
3,9,5.3722609740794e-09,3.5,1.5,2.4,2.8,2.3,2.5,1.8,3.5,3.5,NA,0.3464,0.3032,0.1218,0.0742,0.0708,0.0265,0.0259,0.0213,0.0098,NA,0.00053722609740794,7,3,"Forest_disc_NLD200"
3,10,8.20541633923792e-09,3.4,2.7,1.5,2,3.5,1.5,2.3,1.6,1.5,2,0.2933,0.1405,0.1102,0.1,0.0956,0.0934,0.0786,0.0596,0.0288,0,0.000820541633923792,7,3,"Forest_disc_NLD200"
4,2,2.30470361124309e-07,4.2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,0.5802,0.4198,NA,NA,NA,NA,NA,NA,NA,NA,2.30470361124309e-07,2,3,"Forest_disc_NLD200"
4,3,1.57491686930518e-31,4.4,2.9,1.6,NA,NA,NA,NA,NA,NA,NA,0.4313,0.4079,0.1607,NA,NA,NA,NA,NA,NA,NA,1.57491686930518e-30,3,3,"Forest_disc_NLD200"
4,4,5.39900697313203e-32,3.1,4.4,1.6,3,NA,NA,NA,NA,NA,NA,0.4027,0.3992,0.1908,0.0073,NA,NA,NA,NA,NA,NA,5.39900697313203e-30,4,3,"Forest_disc_NLD200"
4,5,9.46060570834634e-31,4.5,1.7,3.4,3.5,3.1,NA,NA,NA,NA,NA,0.3187,0.2305,0.2283,0.1115,0.111,NA,NA,NA,NA,NA,9.46060570834634e-28,5,3,"Forest_disc_NLD200"
4,6,2.33935837710992e-08,4.4,3.7,2.7,1.7,4.4,4.2,NA,NA,NA,NA,0.3142,0.2458,0.2248,0.2064,0.0088,0,NA,NA,NA,NA,2.33935837710992e-06,4,3,"Forest_disc_NLD200"
4,7,3.43676976304227e-08,4.3,2.4,1.6,2.8,3.2,3.4,4.1,NA,NA,NA,0.4758,0.1677,0.1387,0.1308,0.0498,0.0355,0.0017,NA,NA,NA,0.00343676976304227,7,3,"Forest_disc_NLD200"
4,8,7.66025418055516e-08,4.2,2.4,3.1,1.5,1.6,1.5,2.3,1.9,NA,NA,0.5217,0.2937,0.0764,0.0398,0.0295,0.0175,0.0114,0.01,NA,NA,0.00766025418055516,7,3,"Forest_disc_NLD200"
4,9,4.48079443732057e-08,4.3,2.5,3.1,1.9,1.5,1.5,1.5,2.2,2.5,NA,0.5087,0.2896,0.0597,0.036,0.032,0.0318,0.0287,0.0115,0.002,NA,0.000448079443732057,6,3,"Forest_disc_NLD200"
4,10,3.82423907213807e-08,4.3,2.5,3.4,1.5,1.5,1.6,1.8,2.5,4.2,2.7,0.4887,0.3201,0.0581,0.0381,0.0341,0.0278,0.0216,0.0071,0.0044,0,0.00382423907213807,7,3,"Forest_disc_NLD200"
5,2,7.80957120184995e-08,2,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.59,0.41,NA,NA,NA,NA,NA,NA,NA,NA,7.80957120184995e-08,2,3,"Forest_disc_NLD200"
5,3,7.77286667543677e-08,2,3.1,3.3,NA,NA,NA,NA,NA,NA,NA,0.5891,0.3945,0.0164,NA,NA,NA,NA,NA,NA,NA,7.77286667543677e-07,3,3,"Forest_disc_NLD200"
5,4,2.14340859667567e-32,2.4,3.5,1.5,1.6,NA,NA,NA,NA,NA,NA,0.6845,0.1653,0.15,1e-04,NA,NA,NA,NA,NA,NA,2.14340859667567e-30,4,3,"Forest_disc_NLD200"
5,5,6.44773500569865e-08,1.9,2.3,3,3.2,3.3,NA,NA,NA,NA,NA,0.418,0.1923,0.1474,0.1361,0.1063,NA,NA,NA,NA,NA,6.44773500569865e-05,5,3,"Forest_disc_NLD200"
5,6,1.60554060362427e-08,2.3,3.3,2.2,2.7,1.6,2.8,NA,NA,NA,NA,0.2546,0.2134,0.2052,0.1632,0.1282,0.0353,NA,NA,NA,NA,0.000160554060362427,6,3,"Forest_disc_NLD200"
5,7,3.36991404796509e-08,2,2.8,1.8,3.5,2.5,3,2.6,NA,NA,NA,0.3187,0.1823,0.1321,0.1119,0.1041,0.1024,0.0485,NA,NA,NA,0.00336991404796509,7,3,"Forest_disc_NLD200"
5,8,4.59958259464298e-08,2.1,3.2,1.5,2.6,2.2,2.4,2.6,2.2,NA,NA,0.51,0.3417,0.048,0.0456,0.0367,0.0157,0.0024,0,NA,NA,0.000459958259464298,6,3,"Forest_disc_NLD200"
5,9,2.75929271925576e-08,2.9,2.1,2,3.5,2.2,1.6,2.8,1.7,3.1,NA,0.314,0.237,0.108,0.099,0.0847,0.0748,0.0486,0.0259,0.0079,NA,0.275929271925576,9,3,"Forest_disc_NLD200"
5,10,1.84880503147897e-08,2.6,1.9,1.7,3.4,2.4,3.4,1.8,2.1,3.3,2.3,0.4327,0.1551,0.1065,0.1003,0.0717,0.0687,0.0627,0.0013,7e-04,3e-04,0.184880503147897,9,3,"Forest_disc_NLD200"
1,2,2.84871566727442e-05,3.4,22.1,NA,NA,NA,NA,NA,NA,NA,NA,0.9486,0.0514,NA,NA,NA,NA,NA,NA,NA,NA,2.84871566727442e-05,2,3,"Forest_disc_DIR50"
1,3,0.00027282096898792,1.4,10.8,2.9,NA,NA,NA,NA,NA,NA,NA,0.5187,0.2838,0.1975,NA,NA,NA,NA,NA,NA,NA,0.0027282096898792,3,3,"Forest_disc_DIR50"
1,4,0.000266383987888364,1.1,1.2,10.8,10.8,NA,NA,NA,NA,NA,NA,0.5002,0.1673,0.1664,0.166,NA,NA,NA,NA,NA,NA,0.00266383987888364,3,3,"Forest_disc_DIR50"
1,5,0.00055326559312384,6.5,1,1.4,7.6,6.3,NA,NA,NA,NA,NA,0.2762,0.2099,0.1852,0.166,0.1623,NA,NA,NA,NA,NA,0.55326559312384,5,3,"Forest_disc_DIR50"
1,6,0.000282436633689507,9.7,1.1,10.8,1.1,1.4,2.1,NA,NA,NA,NA,0.1668,0.1667,0.1667,0.1667,0.1667,0.1665,NA,NA,NA,NA,0.282436633689507,5,3,"Forest_disc_DIR50"
1,7,0.000385297703225824,1,5.8,9.7,2.5,2.1,10.8,3.2,NA,NA,NA,0.2048,0.1771,0.1723,0.1665,0.1661,0.0576,0.0555,NA,NA,NA,38.5297703225824,7,3,"Forest_disc_DIR50"
1,8,0.000282498380035022,10.8,1,2.2,1.4,9.7,1.2,1.2,1,NA,NA,0.1673,0.1667,0.1667,0.1667,0.1662,0.0556,0.0556,0.0554,NA,NA,2.82498380035022,6,3,"Forest_disc_DIR50"
1,9,0.000508098092239567,2.1,6.7,6.5,5.6,10.8,1,1,1,1,NA,0.2036,0.1733,0.1678,0.1669,0.0617,0.0599,0.0557,0.0556,0.0553,NA,5.08098092239567,6,3,"Forest_disc_DIR50"
1,10,0.000274914153642064,10.8,1.1,1.1,2.1,1,10.8,10.8,1,3.2,6.7,0.1669,0.1667,0.1667,0.1666,0.0556,0.0556,0.0556,0.0556,0.0555,0.0553,2.74914153642064,6,3,"Forest_disc_DIR50"
2,2,4.00390516398933e-08,45.6,69,NA,NA,NA,NA,NA,NA,NA,NA,0.5179,0.4821,NA,NA,NA,NA,NA,NA,NA,NA,4.00390516398933e-08,2,3,"Forest_disc_DIR50"
2,3,3.1394136025064e-06,47.4,60.4,80.4,NA,NA,NA,NA,NA,NA,NA,0.4564,0.4136,0.1297,NA,NA,NA,NA,NA,NA,NA,3.1394136025064e-05,3,3,"Forest_disc_DIR50"
2,4,1.23543036015846e-07,59.7,42.8,43,76.5,NA,NA,NA,NA,NA,NA,0.5001,0.1667,0.1666,0.1666,NA,NA,NA,NA,NA,NA,1.23543036015846e-05,4,3,"Forest_disc_DIR50"
2,5,0.000291882979542859,56.4,66.2,67.2,43.5,41.4,NA,NA,NA,NA,NA,0.4614,0.2041,0.1661,0.1303,0.0329,NA,NA,NA,NA,NA,0.291882979542859,5,3,"Forest_disc_DIR50"
2,6,0.00112655816194428,80.1,47.8,45.7,41.4,45.7,43.5,NA,NA,NA,NA,0.2757,0.2725,0.1797,0.1646,0.0617,0.0558,NA,NA,NA,NA,1.12655816194428,5,3,"Forest_disc_DIR50"
2,7,0.000346521906808869,65,82.2,47.8,45.7,45.7,47.8,47.8,NA,NA,NA,0.1687,0.1666,0.1666,0.1619,0.1527,0.1339,0.056,NA,NA,NA,0.0346521906808869,4,3,"Forest_disc_DIR50"
2,8,0.00101029043338904,47.8,84.4,47.8,47.8,47.8,47.8,43.5,47.8,NA,NA,0.205,0.2016,0.1687,0.1682,0.1557,0.0557,0.037,0.0185,NA,NA,0.0101029043338904,3,3,"Forest_disc_DIR50"
2,9,0.000232844722668237,66.7,47.8,47.8,47.8,47.8,86,47.8,47.8,47.8,NA,0.2181,0.1667,0.1667,0.1538,0.1132,0.1075,0.0521,0.0144,0.0129,NA,0.00232844722668237,3,3,"Forest_disc_DIR50"
2,10,0.00112774423146629,85.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,0.185,0.1619,0.1611,0.1502,0.1488,0.0587,0.0557,0.0537,0.0186,0.0185,0.00112774423146629,2,3,"Forest_disc_DIR50"
3,2,1.21001439124831e-07,1.7,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.5041,0.4959,NA,NA,NA,NA,NA,NA,NA,NA,1.21001439124831e-07,2,3,"Forest_disc_DIR50"
3,3,2.02368443938554e-07,3.3,1.7,1.9,NA,NA,NA,NA,NA,NA,NA,0.4946,0.4193,0.086,NA,NA,NA,NA,NA,NA,NA,2.02368443938554e-06,3,3,"Forest_disc_DIR50"
3,4,0.000571943562613373,3.2,1.6,2.8,1.5,NA,NA,NA,NA,NA,NA,0.4993,0.1715,0.1605,0.1605,NA,NA,NA,NA,NA,NA,0.0571943562613373,4,3,"Forest_disc_DIR50"
3,5,0.000465341988783203,2.4,3.5,3.4,1.6,1.5,NA,NA,NA,NA,NA,0.4568,0.1683,0.1664,0.1081,0.0933,NA,NA,NA,NA,NA,0.465341988783203,5,3,"Forest_disc_DIR50"
3,6,2.79230900517254e-07,1.8,3.4,1.5,1.8,3.2,3.4,NA,NA,NA,NA,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,NA,NA,NA,NA,2.79230900517254e-05,4,3,"Forest_disc_DIR50"
3,7,5.67677625294985e-05,3.3,1.9,3.5,2.1,1.6,1.6,2.1,NA,NA,NA,0.2772,0.168,0.1669,0.1605,0.1463,0.0604,0.0178,NA,NA,NA,0.0567677625294985,5,3,"Forest_disc_DIR50"
3,8,0.000987956468361144,3.5,2.2,2.2,2.2,2.2,2.2,2.2,1.7,NA,NA,0.321,0.1662,0.1502,0.12,0.0921,0.0553,0.0537,0.037,NA,NA,0.00987956468361145,3,3,"Forest_disc_DIR50"
3,9,0.000690590802822037,3.5,2.2,2.1,2.2,2.2,2.2,2,2.1,2.1,NA,0.3333,0.2405,0.1537,0.0555,0.055,0.0542,0.052,0.0412,0.0049,NA,0.0690590802822037,4,3,"Forest_disc_DIR50"
3,10,0.0709502777216085,2.2,2.2,2.2,2.2,2.2,3.5,2.2,2.2,2.2,2.2,0.1854,0.1667,0.1667,0.1665,0.1543,0.1111,0.0555,0.0542,0.0181,0.0148,0.0709502777216085,2,3,"Forest_disc_DIR50"
4,2,3.45463692672458e-06,4.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,0.5331,0.4665,NA,NA,NA,NA,NA,NA,NA,NA,3.45463692672458e-06,2,3,"Forest_disc_DIR50"
4,3,7.45618840910821e-06,2.2,4.3,4,NA,NA,NA,NA,NA,NA,NA,0.4424,0.3889,0.1667,NA,NA,NA,NA,NA,NA,NA,7.45618840910821e-05,3,3,"Forest_disc_DIR50"
4,4,1.78540685280994e-05,4.2,1.8,2.5,3.5,NA,NA,NA,NA,NA,NA,0.4995,0.2058,0.1687,0.124,NA,NA,NA,NA,NA,NA,0.00178540685280994,4,3,"Forest_disc_DIR50"
4,5,1.24672995873239e-05,2.4,4.3,4.3,2.4,4.4,NA,NA,NA,NA,NA,0.3565,0.2036,0.1665,0.1425,0.1296,NA,NA,NA,NA,NA,0.000124672995873239,3,3,"Forest_disc_DIR50"
4,6,3.35416053080045e-06,4,1.7,2.3,4.2,4.3,2.2,NA,NA,NA,NA,0.2775,0.1668,0.1667,0.1667,0.1667,0.0557,NA,NA,NA,NA,0.0335416053080045,6,3,"Forest_disc_DIR50"
4,7,0.000105448600421747,4.2,2.9,4.5,3.9,2.5,1.8,1.5,NA,NA,NA,0.203,0.177,0.1673,0.1651,0.1628,0.0604,0.0604,NA,NA,NA,10.5448600421747,7,3,"Forest_disc_DIR50"
4,8,2.56038054819357e-05,4.5,4.5,3.4,2.4,2.4,2.5,2.4,2.5,NA,NA,0.2023,0.1667,0.166,0.1301,0.1301,0.1292,0.0561,0.018,NA,NA,0.00256038054819357,4,3,"Forest_disc_DIR50"
4,9,6.22601558175436e-05,4.5,4.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,NA,0.2163,0.2044,0.1662,0.1661,0.1255,0.0555,0.0553,0.0061,0.006,NA,6.22601558175436e-05,2,3,"Forest_disc_DIR50"
4,10,6.67127612770661e-05,4.5,2.5,2.5,2.5,4.5,2.5,2.5,2.5,2.4,2.5,0.3192,0.1666,0.1503,0.1256,0.1011,0.0691,0.0186,0.0185,0.0178,0.0148,0.000667127612770661,3,3,"Forest_disc_DIR50"
5,2,1.2083145698831e-06,3,1.9,NA,NA,NA,NA,NA,NA,NA,NA,0.5036,0.4966,NA,NA,NA,NA,NA,NA,NA,NA,1.2083145698831e-06,2,3,"Forest_disc_DIR50"
5,3,3.32829837786797e-05,2.9,1.7,1.6,NA,NA,NA,NA,NA,NA,NA,0.6255,0.2657,0.1111,NA,NA,NA,NA,NA,NA,NA,0.000332829837786797,3,3,"Forest_disc_DIR50"
5,4,1.45778186875302e-08,2.5,1.6,3.4,2.4,NA,NA,NA,NA,NA,NA,0.5,0.1667,0.1667,0.1667,NA,NA,NA,NA,NA,NA,1.45778186875302e-06,4,3,"Forest_disc_DIR50"
5,5,0.000184346415594512,1.9,2.1,3.3,3.2,1.7,NA,NA,NA,NA,NA,0.339,0.3278,0.1671,0.1668,0.0041,NA,NA,NA,NA,NA,0.184346415594512,5,3,"Forest_disc_DIR50"
5,6,2.61123049217599e-06,1.7,1.9,3,2.7,3.2,2.5,NA,NA,NA,NA,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,NA,NA,NA,NA,0.0261123049217599,6,3,"Forest_disc_DIR50"
5,7,4.17369602650119e-05,2.2,3.2,3.2,1.9,1.9,2.6,1.9,NA,NA,NA,0.1678,0.1668,0.1667,0.166,0.1542,0.1303,0.0508,NA,NA,NA,0.00417369602650119,4,3,"Forest_disc_DIR50"
5,8,0.0119021898710844,2.8,2.2,2.2,2.2,2.2,2.2,2.2,2.2,NA,NA,0.3333,0.1652,0.1648,0.1281,0.1236,0.0543,0.0413,0.029,NA,NA,0.0119021898710844,2,3,"Forest_disc_DIR50"
5,9,0.000195090118387742,3.4,2.2,2.1,1.9,2.2,2.2,2.2,2.1,2.1,NA,0.2778,0.1669,0.1646,0.1171,0.0567,0.0558,0.0557,0.0555,0.0553,NA,0.0195090118387742,4,3,"Forest_disc_DIR50"
5,10,0.0671933616931014,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,0.1667,0.1667,0.1667,0.1667,0.1648,0.056,0.0556,0.0555,0.0551,0.0551,0.00671933616931014,1,3,"Forest_disc_DIR50"
1,2,2.68185687509196e-05,3.4,23.2,NA,NA,NA,NA,NA,NA,NA,NA,0.9487,0.0513,NA,NA,NA,NA,NA,NA,NA,NA,2.68185687509196e-05,2,3,"Forest_disc_DIR100"
1,3,0.000365781028256784,1.5,10.8,1,NA,NA,NA,NA,NA,NA,NA,0.5638,0.3251,0.1111,NA,NA,NA,NA,NA,NA,NA,0.00365781028256784,3,3,"Forest_disc_DIR100"
1,4,0.000360844110242547,1.3,10.8,10.8,1.4,NA,NA,NA,NA,NA,NA,0.4995,0.1672,0.1669,0.1666,NA,NA,NA,NA,NA,NA,0.00360844110242547,3,3,"Forest_disc_DIR100"
1,5,0.000797336131835947,7.6,4.3,2.1,1,6.8,NA,NA,NA,NA,NA,0.2759,0.2087,0.1811,0.1674,0.1666,NA,NA,NA,NA,NA,0.797336131835947,5,3,"Forest_disc_DIR100"
1,6,0.000361021836835126,10.8,10.8,1.3,1.4,1.4,1.1,NA,NA,NA,NA,0.1668,0.1668,0.1666,0.1666,0.1666,0.1665,NA,NA,NA,NA,0.0361021836835126,4,3,"Forest_disc_DIR100"
1,7,0.000538015430751348,5.7,10.8,1,2.1,4.6,1.4,1,NA,NA,NA,0.2035,0.1852,0.1664,0.1651,0.1651,0.0597,0.0549,NA,NA,NA,5.38015430751348,6,3,"Forest_disc_DIR100"
1,8,0.000425412846394137,10.8,1.4,7.6,1,1,10.8,3.5,1.1,NA,NA,0.1687,0.1667,0.1666,0.1665,0.1649,0.0562,0.0553,0.055,NA,NA,4.25412846394137,6,3,"Forest_disc_DIR100"
1,9,0.000440927876761554,2.1,2.1,3.2,10.8,1,10.8,3.2,10.8,3.2,NA,0.1668,0.1666,0.162,0.1317,0.1282,0.0727,0.0604,0.0576,0.054,NA,0.0440927876761554,4,3,"Forest_disc_DIR100"
1,10,0.000509187994270164,7.6,1,3.5,1,10.8,10.8,10.8,3.9,4.3,1,0.1667,0.1667,0.1664,0.1661,0.0576,0.0567,0.0558,0.0549,0.0549,0.0541,5.09187994270164,6,3,"Forest_disc_DIR100"
2,2,4.54983805577437e-07,47.8,72.2,NA,NA,NA,NA,NA,NA,NA,NA,0.6106,0.3893,NA,NA,NA,NA,NA,NA,NA,NA,4.54983805577437e-07,2,3,"Forest_disc_DIR100"
2,3,1.7435253874425e-06,47,61.3,78.8,NA,NA,NA,NA,NA,NA,NA,0.4813,0.3516,0.1668,NA,NA,NA,NA,NA,NA,NA,1.7435253874425e-05,3,3,"Forest_disc_DIR100"
2,4,2.52751901589929e-08,60.5,45.5,39.3,77.2,NA,NA,NA,NA,NA,NA,0.5,0.1667,0.1667,0.1667,NA,NA,NA,NA,NA,NA,2.52751901589929e-06,4,3,"Forest_disc_DIR100"
2,5,9.23483606482781e-05,49.3,54.7,55.5,84.1,47.8,NA,NA,NA,NA,NA,0.3843,0.1687,0.1674,0.166,0.1159,NA,NA,NA,NA,NA,0.092348360648278,5,3,"Forest_disc_DIR100"
2,6,1.80046434679297e-07,62.1,59.8,59.8,42.4,42.1,77.4,NA,NA,NA,NA,0.1668,0.1668,0.1668,0.1666,0.1665,0.1665,NA,NA,NA,NA,0.000180046434679297,5,3,"Forest_disc_DIR100"
2,7,0.000344700009328725,79,48.2,48.9,48.9,42,48.9,48.2,NA,NA,NA,0.2778,0.1667,0.1667,0.1667,0.1667,0.0432,0.0185,NA,NA,NA,0.0344700009328725,4,3,"Forest_disc_DIR100"
2,8,0.0414324881824079,49.3,49.3,49.3,49.3,49.3,49.3,49.3,49.3,NA,NA,0.1748,0.1667,0.1667,0.1667,0.1667,0.1653,0.054,0.0185,NA,NA,0.00414324881824079,1,3,"Forest_disc_DIR100"
2,9,0.00186431031005374,88.7,49.3,49.3,49.3,35.4,49.3,49.3,49.3,49.3,NA,0.1824,0.1669,0.1658,0.1655,0.1605,0.0599,0.0571,0.0515,0.0062,NA,0.0186431031005374,3,3,"Forest_disc_DIR100"
2,10,0.0414324883787472,49.3,49.3,49.3,49.3,49.3,49.3,49.3,49.3,49.3,49.3,0.179,0.1667,0.1667,0.1625,0.1308,0.0925,0.0556,0.0556,0.0514,0.0185,0.00414324883787472,1,3,"Forest_disc_DIR100"
3,2,1.25828873237993e-07,3.4,1.7,NA,NA,NA,NA,NA,NA,NA,NA,0.5057,0.4943,NA,NA,NA,NA,NA,NA,NA,NA,1.25828873237993e-07,2,3,"Forest_disc_DIR100"
3,3,0.000385085732132211,3.2,1.5,3,NA,NA,NA,NA,NA,NA,NA,0.5324,0.3333,0.1276,NA,NA,NA,NA,NA,NA,NA,0.00385085732132211,3,3,"Forest_disc_DIR100"
3,4,0.000237913409110609,3.2,1.5,1.5,3,NA,NA,NA,NA,NA,NA,0.496,0.1811,0.171,0.1481,NA,NA,NA,NA,NA,NA,0.00237913409110609,3,3,"Forest_disc_DIR100"
3,5,0.000103020108345304,1.7,3.2,3.4,3.3,2,NA,NA,NA,NA,NA,0.4033,0.1989,0.1665,0.1664,0.0604,NA,NA,NA,NA,NA,0.103020108345304,5,3,"Forest_disc_DIR100"
3,6,4.41913502037465e-06,3.4,1.7,3.5,2.1,1.7,1.9,NA,NA,NA,NA,0.2777,0.2769,0.1667,0.1665,0.0561,0.0556,NA,NA,NA,NA,0.00441913502037465,5,3,"Forest_disc_DIR100"
3,7,2.99727760889128e-07,3.4,1.6,3.5,2.1,3.2,1.6,1.5,NA,NA,NA,0.1667,0.1667,0.1667,0.1666,0.1585,0.1236,0.0514,NA,NA,NA,0.00299727760889128,6,3,"Forest_disc_DIR100"
3,8,0.00133494187139413,3.5,2.2,2.2,2.2,2.2,2,2.2,2,NA,NA,0.3333,0.1734,0.1258,0.1172,0.117,0.1152,0.0185,0,NA,NA,0.0133494187139413,3,3,"Forest_disc_DIR100"
3,9,0.00132085744123043,3.5,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,NA,0.3292,0.1662,0.1653,0.1542,0.0513,0.051,0.0496,0.017,0.0144,NA,0.00132085744123043,2,3,"Forest_disc_DIR100"
3,10,0.00189786677177387,3.5,2.2,2.2,2.2,1.7,3.5,2.2,2.2,2.2,1.7,0.2222,0.2037,0.1489,0.1251,0.1111,0.1111,0.0556,0.0303,2e-04,0,0.0189786677177387,3,3,"Forest_disc_DIR100"
4,2,9.78395410928437e-06,4.3,2.4,NA,NA,NA,NA,NA,NA,NA,NA,0.5061,0.4938,NA,NA,NA,NA,NA,NA,NA,NA,9.78395410928437e-06,2,3,"Forest_disc_DIR100"
4,3,8.31322083901599e-05,4.3,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,0.5,0.2791,0.216,NA,NA,NA,NA,NA,NA,NA,8.31322083901599e-05,2,3,"Forest_disc_DIR100"
4,4,9.5132007403286e-06,4,2,4.3,1.8,NA,NA,NA,NA,NA,NA,0.4999,0.1671,0.1667,0.1666,NA,NA,NA,NA,NA,NA,0.00095132007403286,4,3,"Forest_disc_DIR100"
4,5,2.13709275616855e-05,2.4,4.4,4.4,2.5,2.5,NA,NA,NA,NA,NA,0.3463,0.2792,0.2084,0.15,0.0167,NA,NA,NA,NA,NA,0.000213709275616855,3,3,"Forest_disc_DIR100"
4,6,2.72637151395175e-06,4.3,3.4,4.4,2.2,2.3,1.9,NA,NA,NA,NA,0.2778,0.1667,0.1667,0.1666,0.1665,0.0555,NA,NA,NA,NA,0.0272637151395175,6,3,"Forest_disc_DIR100"
4,7,5.10459369736054e-05,4.4,4.4,2.5,2.5,2.5,2.5,2.5,NA,NA,NA,0.2797,0.1683,0.1662,0.1648,0.1283,0.0508,0.0433,NA,NA,NA,5.10459369736054e-05,2,3,"Forest_disc_DIR100"
4,8,8.17469257762824e-06,4.3,3.3,2.3,4.4,2.2,2.2,2.4,2.3,NA,NA,0.2777,0.1669,0.1667,0.1666,0.0558,0.0556,0.0556,0.0542,NA,NA,0.0817469257762824,6,3,"Forest_disc_DIR100"
4,9,5.92416803680484e-05,4.3,2.5,4.4,2.5,2.2,2.2,2.3,2.3,2.5,NA,0.278,0.2774,0.2044,0.056,0.0553,0.0549,0.043,0.0184,0.0146,NA,0.0592416803680484,5,3,"Forest_disc_DIR100"
4,10,0.000182784278114847,4.5,3.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.3333,0.2222,0.162,0.1236,0.0549,0.05,0.0372,0.0125,0.0018,0.0015,0.00182784278114847,3,3,"Forest_disc_DIR100"
5,2,1.35404716710727e-07,2.1,3.2,NA,NA,NA,NA,NA,NA,NA,NA,0.6124,0.3875,NA,NA,NA,NA,NA,NA,NA,NA,1.35404716710727e-07,2,3,"Forest_disc_DIR100"
5,3,1.36601064561485e-05,1.9,2.8,3.4,NA,NA,NA,NA,NA,NA,NA,0.4446,0.3905,0.1666,NA,NA,NA,NA,NA,NA,NA,0.000136601064561485,3,3,"Forest_disc_DIR100"
5,4,1.78143562205618e-09,2.5,1.6,3.5,2.4,NA,NA,NA,NA,NA,NA,0.5,0.1667,0.1667,0.1667,NA,NA,NA,NA,NA,NA,1.78143562205618e-07,4,3,"Forest_disc_DIR100"
5,5,0.000192585673730516,1.9,3.1,3.4,2.6,1.6,NA,NA,NA,NA,NA,0.3765,0.1676,0.1669,0.1669,0.1276,NA,NA,NA,NA,NA,0.192585673730516,5,3,"Forest_disc_DIR100"
5,6,4.52327203704513e-07,2.7,2,2,1.9,3.2,3.2,NA,NA,NA,NA,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,NA,NA,NA,NA,4.52327203704513e-05,4,3,"Forest_disc_DIR100"
5,7,5.50528725427284e-05,2.2,3.4,3.2,2.2,2.1,1.9,2.2,NA,NA,NA,0.1682,0.1667,0.1667,0.1667,0.1666,0.1605,0.0075,NA,NA,NA,0.0550528725427284,5,3,"Forest_disc_DIR100"
5,8,1.40880184634396e-06,3.2,2.1,2.9,2.1,1.7,2.1,2.2,1.7,NA,NA,0.2778,0.1667,0.1667,0.1667,0.0556,0.0556,0.0556,0.0556,NA,NA,0.00140880184634396,5,3,"Forest_disc_DIR100"
5,9,0.075722302625732,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,NA,0.1703,0.1667,0.1667,0.1662,0.1639,0.1296,0.056,0.0514,0.0432,NA,0.0075722302625732,1,3,"Forest_disc_DIR100"
5,10,0.0199363661026216,2.2,2.2,2.2,2.2,2.2,3.5,2.2,2.2,2.2,2.2,0.1668,0.1529,0.1529,0.1502,0.1296,0.1111,0.0595,0.0549,0.0432,0.0391,0.0199363661026216,2,3,"Forest_disc_DIR100"
1,2,4.46735933172489e-06,3.7,25,NA,NA,NA,NA,NA,NA,NA,NA,0.9758,0.0243,NA,NA,NA,NA,NA,NA,NA,NA,4.46735933172489e-06,2,3,"Forest_disc_DIR200"
1,3,0.000129359413036262,1.8,10.5,2.2,NA,NA,NA,NA,NA,NA,NA,0.5384,0.2675,0.1941,NA,NA,NA,NA,NA,NA,NA,0.00129359413036262,3,3,"Forest_disc_DIR200"
1,4,0.000143655065150776,2.2,10.8,6.5,1.2,NA,NA,NA,NA,NA,NA,0.4981,0.1687,0.1667,0.1665,NA,NA,NA,NA,NA,NA,0.0143655065150776,4,3,"Forest_disc_DIR200"
1,5,0.000294557013765264,4.7,1.7,1.4,7.1,6.5,NA,NA,NA,NA,NA,0.3174,0.1808,0.1723,0.1667,0.1626,NA,NA,NA,NA,NA,0.294557013765264,5,3,"Forest_disc_DIR200"
1,6,0.000141122986578077,10.8,1.5,1.1,3.2,7.2,1.4,NA,NA,NA,NA,0.1669,0.1667,0.1667,0.1666,0.1666,0.1665,NA,NA,NA,NA,1.41122986578077,6,3,"Forest_disc_DIR200"
